,frame,x [nm],y [nm],Photon #,Sigma [nm]
91,1.0,1509.794341433824,1904.7849715437337,2308.478499883859,94.62594763628094
92,1.0,3624.281533189744,2947.3246449239723,2036.4064893495026,89.382934056981
93,1.0,4181.2156281803145,3850.7340713612734,1744.6343477765238,92.7767222489914
94,1.0,6168.7760902160635,66.83150433123828,2436.2523210725094,85.46113022330526
95,1.0,5667.04414928212,2751.9505570125793,1712.1559058970408,89.15966356747258
96,1.0,2356.645418654101,3561.1063308735866,2349.026899712731,93.45757534266767
97,1.0,2187.7045838010986,5805.358202407422,2192.2602951377908,88.96674927065388
98,1.0,5444.297832052146,1722.1369215269917,2218.0384021523237,96.091514110249
99,1.0,2487.6405586423784,5504.0308054634415,1843.7271149541627,86.56674998389715
100,1.0,4265.0092988361575,3382.7885657883385,2273.9478596053636,86.99720153310098
101,1.0,2838.7871182996414,787.6873166363083,1953.9327283899906,90.19898962828978
102,1.0,3897.2171936000477,4919.1354405427,1942.60061939548,86.87186483230235
103,1.0,5020.296472193198,6167.980396453931,1993.8856369423697,98.40301923222829
104,1.0,6195.046384719702,4492.453913242509,2145.104655707298,97.14360426990126
105,1.0,2388.915416826007,5470.800119866432,2038.357678986102,79.81301941281835
106,1.0,4305.435513636908,4067.449778413458,2212.8554313211644,93.60993257506159
107,1.0,5169.152165919936,3124.159183761217,2491.2373003363264,89.64185722683861
108,1.0,4463.744936644183,4924.046866864821,2354.1017777612283,90.53789713001558
109,1.0,5159.232520052611,3686.7664997427455,2051.2404874555164,86.92620272323926
110,1.0,1708.950475787149,5743.678361954439,2464.4418528406213,93.08268494955604
111,1.0,2038.4077593753589,2498.9545488419417,2094.299576943418,91.11328811795104
112,1.0,1023.7737425577493,2799.75667101453,2044.718085551238,94.53617609448499
113,1.0,5222.876893017202,1489.1849038036733,2620.2118544975156,86.2643319246562
114,1.0,5585.755163924905,2041.366146671686,2274.7344894841335,83.83195466766094
115,1.0,5285.909837147373,1962.6406887073365,1977.711984454174,88.14186636006642
116,1.0,4833.366189440306,53.801958430778285,2460.9778367136964,83.1696318478647
117,1.0,3309.559186339713,3238.5307929286887,2343.3700886042047,86.85409935991552
118,1.0,3537.2568049079964,2431.0553969876755,2449.2417175801925,96.69673304341653
119,1.0,3572.0540317401906,4666.144053627102,2379.5421062089135,89.5807888550828
120,1.0,6359.798634720846,5421.016710780181,1931.7927353189539,91.13849039037315
121,1.0,6313.8319617146,2347.2222427122583,2127.798449371909,98.1092202419167
122,1.0,3265.1603313115297,1842.6628135969502,2565.603154516937,99.20017996363345
123,1.0,4836.296873980682,2836.2595663474544,2070.4919162888104,89.1740569621529
124,1.0,5994.209479976009,1523.246162177886,2119.8356939514647,88.54503682827995
125,1.0,4492.544567555851,412.52652966349217,2079.220024769022,89.91333345764384
126,1.0,2766.5551823600595,5904.380944684786,2044.4892024325115,86.02416593476545
127,1.0,781.0931514827154,6135.196475557021,2346.6983426567167,93.75816398487986
128,1.0,4033.8353392722433,5283.316604223648,2304.5407201670823,90.03230366189143
129,1.0,4911.225990723899,6265.924755549764,2254.4183959482802,89.46181664899733
130,1.0,1685.7279404646079,5869.020722848881,2239.7121856947774,89.74540596675291
131,1.0,788.711901476313,1707.5740892704623,2084.560740394047,86.79731405605523
132,1.0,4625.14422478876,557.5813703807462,2404.7265649209003,92.66086171810157
133,1.0,1724.134746881009,5154.271957094678,2551.309057963729,82.02051863444905
134,1.0,1692.9542974144326,2377.7026740420906,2432.4966076834503,86.19856871372441
135,1.0,1288.3423288964323,2570.331122051199,2048.026902875075,79.5948679504857
136,1.0,5490.990766384479,6326.090842722635,2348.1890647468035,82.17250548359439
137,1.0,3601.902655251662,4639.640521243669,2280.3442555742977,83.32372994791956
138,1.0,1720.5266984199575,3276.000003122312,2170.1571377935047,88.15297110286566
139,1.0,3057.2068849295556,5749.530552806146,1942.448637975721,87.07635271071804
140,1.0,2701.713346383095,5667.022284827693,2113.8329485828817,96.59358232675007
141,1.0,3891.2583696816832,5865.758844623523,2266.3367130194006,90.49948158003122
142,1.0,4600.252536251854,3003.558582532013,2132.516507909364,88.16281793752076
143,1.0,2957.0583710885467,4938.857682850649,2024.2896672226852,87.65541335524411
144,1.0,2475.235100831691,2219.9645699258676,2208.0671129781226,84.38938647007785
145,1.0,344.5416716308145,1462.9631469274095,2170.8355925439264,90.4598875096167
146,1.0,245.24850134998033,3590.057485640576,2017.381529499447,94.442495180981
147,1.0,1188.1995494089097,5515.001580578398,2382.7462360506224,97.15118838167912
148,1.0,188.3512566121766,5876.625072273025,2404.233774923396,98.87801709933149
149,1.0,4630.235331839779,1113.4139457217223,2344.8884397178267,87.89081410857996
150,1.0,1720.9252200004826,6187.204332359203,1928.2498952583574,84.89692296223927
151,1.0,5595.20214506424,2254.296038911467,2558.4462842759117,92.86519629655912
152,1.0,850.6801489561312,4365.447887689009,2493.5571810516253,90.76627095476483
153,1.0,5138.521574522858,4807.294471647755,1892.5928395126698,92.19109555790214
154,1.0,3655.615633198419,1575.6307696647525,2195.0176393088072,96.35262632045864
155,1.0,4919.368728338224,3965.6525399565608,2545.6433744618635,94.26773438503761
156,1.0,5164.530309731649,5516.899821567798,2524.520911005207,92.51436681627163
157,1.0,2246.6944311670863,3177.022513838275,1665.788972708052,90.40015334290091
158,1.0,1248.869173086721,6361.956211750356,2104.907120047913,83.67568165545231
159,1.0,1570.5169935208708,1197.8398360861527,2049.046153291449,91.70590739086948
160,1.0,2598.9723046882536,5611.181731506024,2149.7393818785526,87.76292058370535
161,1.0,5312.441143853157,4787.202498570188,2263.301335931221,90.50302602240701
162,1.0,5995.581785079824,2653.9376272585664,2573.056048524311,87.74648209352193
163,1.0,3704.7117946125263,4798.287638883517,2318.347954545088,95.01291621042994
164,1.0,5139.815424855892,3289.9565426055146,2326.4670743347283,84.01967670205845
165,1.0,3633.849985649126,3660.0755291777846,2030.9545043324172,90.04306432510177
166,1.0,2273.4479455385945,3976.7710636121606,2436.7714741918066,90.03751050420081
167,1.0,4559.5011239161795,1624.4125180923966,2317.481969321956,95.02829010047637
168,1.0,1390.9282025494335,4895.646276493344,2201.382675282638,94.98248791645113
169,1.0,1438.5497196808458,1164.1480675426963,2380.4850324107397,93.70607203185841
170,1.0,2190.4490431851036,1340.7811816968447,2161.5977259548963,85.22661529423024
171,1.0,2344.3669619177804,5485.133345859198,1898.236276342758,82.7210521976641
172,1.0,2576.050735018135,2204.187106565218,1973.2916330830708,92.20089739868361
173,1.0,2148.4190350711165,4480.536855105659,2596.546338930803,89.01646854672616
174,1.0,2734.844452312646,1677.3837452723967,2322.348837438262,94.18706349218095
175,1.0,5479.656034654225,4051.0725897642665,2313.7033278004474,91.66729226455402
176,1.0,311.0194130572303,4706.014573638812,2907.9069174702663,88.5578014953179
177,1.0,932.3181205867356,1003.3562022642243,2053.258063554395,88.92967700226853
178,1.0,4151.773372332894,5730.470986434916,2193.4429894659206,91.85080359545287
179,1.0,5070.765536150935,2731.658657386438,2140.592276773425,87.3246849235757
180,1.0,798.3832148239237,3438.8277629959866,2021.2022592677577,91.88652983848175
181,1.0,2490.3262491435053,5842.843890119956,2315.802027603242,84.42196027010182
182,1.0,2645.8897156355297,4234.301849104413,2209.9379305444118,86.34351989092154
183,1.0,2733.7587629017444,4141.931977827655,2348.413389562497,93.74801091690243
184,1.0,3605.8949237702527,117.0530648828219,1627.6779348243886,88.66570284278068
185,1.0,4090.685148950265,5288.772532523158,2400.8521614436845,90.70166507779749
186,1.0,943.4117681820936,5220.422338819378,2441.008672295961,85.7081089769693
187,1.0,1308.0006774012966,5990.02629028966,2507.9428350317617,84.53796853699009
188,1.0,317.06490879731604,160.94888870207598,2169.8110732086957,89.49194362208559
189,1.0,860.7405450192197,2382.3499217165454,2324.30969131062,86.9953544543254
190,1.0,5001.368264025487,6278.1429812014085,2034.3220289847443,92.34357881959816
191,1.0,4135.452658931106,5337.990780560439,1757.3616144253594,87.1283529219227
192,1.0,2136.0245344693985,3455.727760597184,2736.0367537199536,89.22964529142273
193,1.0,2681.7947968510366,2801.787512700293,2321.0200060652437,93.66533578841981
194,1.0,6089.279009076113,572.8434789114636,2278.1629685513735,84.98650469384695
195,1.0,5761.691688934998,3182.781076254389,2479.143035918197,93.15340568580727
196,1.0,2738.8194689132456,5607.559322698122,1942.9138598974132,90.20958483141989
197,1.0,3375.6158667750924,668.9829555665597,2054.5334071093407,87.83018487793152
198,1.0,5296.406474039173,3579.7071049219376,2659.70637054935,91.91755606549813
199,1.0,6009.894390153337,4658.065523006313,2387.3558512704485,98.20082407611973
200,1.0,3414.806751440456,894.055880825563,2789.151520524235,89.193312497034
201,1.0,3393.7461843730703,2877.913697833219,2340.9467331833316,89.18708845698873
202,1.0,2918.0495028248934,2378.817386453506,2706.67751380199,90.17937123843258
203,1.0,2871.4557208719284,5090.798656951039,2264.7461682605963,84.67027702830433
204,1.0,1075.05194247574,5489.325611222716,2322.4313888995684,84.66186278183977
205,1.0,2416.0023138468355,5589.5242360975435,2183.073391895904,87.56936787679474
206,1.0,6001.744017693413,4442.977472392105,2401.6697440512116,91.56452436360995
207,1.0,3819.5857383944485,2570.6840068321158,2241.663134508911,97.11246691760252
208,1.0,3579.81034944266,2572.6717599237395,1999.4038062120585,87.51111591315163
209,1.0,5980.9717144699935,1039.4082571869696,2045.7266861887078,86.51393915062762
210,1.0,3397.055738654965,2786.5609296270122,2437.475351360282,91.35882123020325
211,1.0,5002.2025809737415,3103.482857273199,2011.9460956996363,87.79487927222414
212,1.0,4096.767090300398,1676.8069973019096,2181.6649608978187,94.10308926920136
213,1.0,17.096413801444754,5390.186620066765,1993.2640374006785,92.09446374237125
214,1.0,3218.621774273485,4791.458916700517,2350.6104320139766,89.47840932069538
215,1.0,4403.346013876645,259.75908174640733,2183.0881655579997,91.21001370529105
216,1.0,303.78105805725465,4150.278378172488,2585.936547064112,89.15729465242619
217,1.0,1869.8774836815496,2954.536571138359,2309.405711118681,83.84547667735738
218,1.0,4382.9213410167295,4643.292594921691,2457.631936406538,85.62971602115796
219,1.0,5485.849813677283,1132.1899025482132,2006.8374649868367,89.26842693145733
220,1.0,502.3954782384024,1056.9578384504496,2422.4925675946592,93.12322521842164
221,1.0,2607.96112006757,177.29958263068397,1698.4268029786354,91.98697476201802
222,1.0,5860.686075362916,2168.191479968877,2487.705506677664,99.29635919898311
223,1.0,1935.6422708918692,845.7028006958637,2268.975366066968,96.44085906728665
224,1.0,2970.2599157408154,4755.493970153468,2503.7021097416014,94.42266151635008
225,1.0,4580.170058059949,1218.9620809264484,1817.6180945133447,91.90280672289828
226,1.0,1857.5299510297555,5849.391686918518,2218.7829739554277,90.05600043044984
227,1.0,4708.876043889175,5222.695615974347,1812.6600668676062,85.18316492847572
228,1.0,2561.53025287801,4343.446799959684,2164.706861116585,79.25899241355616
229,1.0,2002.5823077646946,5867.557741633872,2104.108832875176,81.70104507323764
230,1.0,2357.224113917967,808.8517947868227,1994.7077188649114,94.34387685140372
231,1.0,939.327767573846,1.3085554152617362,1838.4435120727626,95.21194138588656
232,1.0,3632.649871127689,6209.3945646372595,2402.1718181585024,85.21452863629682
233,1.0,5375.85680132999,3893.3162638015333,2434.689772886274,85.94918106855582
234,1.0,308.78760310698254,5789.066743927458,2202.38099158463,96.72521293036569
235,1.0,5375.554721513111,4443.542968386066,2479.0963308655646,87.2330168516418
236,1.0,4156.853033932577,3115.4723828416286,2282.843034597013,95.06780436652305
237,1.0,3010.750062674712,5613.844814921882,2204.3394852565248,87.00742755255536
238,1.0,6243.873400912458,6287.420659350959,2143.464474041831,78.65772657519653
239,1.0,4181.145372752287,4468.2704399542035,2551.5671318350383,91.54259663967918
240,1.0,1111.765183393088,3428.958568032899,2110.893571149601,81.5219135232353
241,1.0,1619.782179627215,2924.4583425423493,2316.1056795977074,91.41994579819307
242,1.0,5700.907085751014,3595.0058124436196,2237.4023591957553,87.65959667173537
243,1.0,451.44061619133,3892.596082022324,2067.109185570537,90.47799417564504
244,1.0,2370.636291727952,5025.131014751684,2379.031141840608,85.22994718735119
245,1.0,3855.9876332336066,5146.199707910397,1929.8053960567954,88.47180031996874
246,1.0,6299.151170652318,2004.4535446941331,2330.6176936394922,89.86047503887931
247,2.0,235.55276984212412,5078.263497506637,2358.6614915391096,90.32194187005578
248,2.0,4058.8409634508403,5221.1929162292545,2434.857856138449,88.62835688032158
249,2.0,3993.268928939674,5354.093765352692,2488.9347721311206,89.39391941445349
250,2.0,4793.962391486689,1894.3822963230054,1947.838916067542,87.41177406160276
251,2.0,4883.842418512344,4598.994535981684,2172.8406969110983,75.73615213056515
252,2.0,5765.839920167781,3472.0679328011274,2636.006507253386,90.47373709758912
253,2.0,5638.388299944942,2890.017778430355,2664.938999775717,74.16538931353287
254,2.0,3225.4343463296664,2233.002904294807,2534.5573513030886,97.67055927782697
255,2.0,3356.1736658763534,2029.511972891784,2394.814118589978,80.41395799834443
256,2.0,464.9325733464167,5098.209968416744,1891.1841185149187,90.71891878528744
257,2.0,5810.491332218195,861.8016982762058,2314.107290986327,87.31389891243678
258,2.0,998.1086274525921,791.1415976721223,2224.2188322049105,88.75700753299238
259,2.0,1526.6392975914896,2421.988617305504,2483.225995860061,89.0334811830273
260,2.0,3082.7701196923776,4159.872107243628,2429.6431830057545,89.22182227633859
261,2.0,4556.821786583973,2363.085459806297,2154.911541213052,88.3303306124071
262,2.0,5949.4858608562745,227.41071824866594,2662.4343423785226,91.16993986595547
263,2.0,3623.2350356740985,1115.0314864449967,2368.2009152801256,87.68492961913559
264,2.0,1055.5573017477336,797.510501300831,2010.8910411001937,92.22691906174677
265,2.0,2975.734000223136,2289.129347192526,2208.611084133174,85.82753433778403
266,2.0,933.9819808273234,2525.089250311161,2024.7216595416594,90.97971307304354
267,2.0,4920.761196505224,225.27236922785292,1857.7442092195447,87.19665418284042
268,2.0,2341.219667705021,1027.3487083103994,2304.7570442849787,91.2902867987554
269,2.0,741.5893273067546,5814.796093754587,2112.3892281504036,88.5960636057709
270,2.0,2054.1186454583303,3285.879220108931,2452.569223682766,87.8660533178711
271,2.0,4908.751003399542,2055.169945158222,2427.979959341377,90.3427570539847
272,2.0,110.66037832618463,6029.061939800307,2676.106495190309,93.00889935494189
273,2.0,2458.333409927654,5795.75557222621,2049.1254663337477,88.24483665286195
274,2.0,6262.37628360479,6378.634542383458,1964.69354843984,100.43668902666221
275,2.0,5871.03304699147,803.0799485043154,2170.9719572985064,96.35676290015836
276,2.0,3502.901672510683,1095.427648100028,2695.824457324004,81.93219528736954
277,2.0,5311.503498136424,3178.268120808833,2074.169936582761,83.63539130290609
278,2.0,5419.536511907261,1792.1565281496341,2241.114578372595,93.09932091945153
279,2.0,4700.047596672466,1130.7156639370482,2636.0047305177845,90.77492049964727
280,2.0,4618.537799745711,549.7853684657549,2451.847182449277,86.23502496661092
281,2.0,3088.348067637859,3537.6397306865415,2436.1842382289606,82.6748279615233
282,2.0,2539.653536963032,984.0957548907625,2059.001501948074,98.30679597418896
283,2.0,1072.020523470043,3338.994607616209,2139.9225255887436,96.18639948072521
284,2.0,995.1343500568044,1430.7455407891077,2230.6432176839135,89.48010566924957
285,2.0,357.0060019178655,5852.85105974602,1905.9276968707145,86.58489790843976
286,2.0,592.0209428507646,5593.902479316888,2218.0174002768367,96.28416918447152
287,2.0,4506.949742268369,2522.3007122713293,2561.8919647751695,97.46314896406032
288,2.0,4686.02327167136,1479.120369864259,1907.696461975636,102.08008169630676
289,2.0,521.4024895061549,1098.3708417109576,2709.58229021245,88.6742888950636
290,2.0,4324.107392035113,2052.191118263921,2324.6778452952703,91.1462389631191
291,2.0,5703.881738644413,1178.5874331466814,2392.857534061106,87.99043365338372
292,2.0,1122.9151071124952,86.64153825960597,2435.3822458129116,94.79260772287721
293,2.0,1032.6532141916139,950.7039935037319,2007.9942298598053,81.10110731713763
294,2.0,3678.1813887160565,5591.98411902705,2022.8204114226703,92.74525933045535
295,2.0,1704.6001024603165,3230.7541049877827,2287.8109971000977,104.16638807297886
296,2.0,3462.9965561781423,6147.170601773275,2336.3431946440182,90.83733535633185
297,2.0,2671.365278185095,5411.344234760242,2047.6799707024747,88.54923799528125
298,2.0,3995.266062847154,4235.7360193467075,2278.5125861368847,89.28449521002898
299,2.0,776.9455848675399,1608.6310834466503,2534.4119369948708,84.51375824343106
300,2.0,3896.8848240664734,6309.583191786239,1870.7737403365377,84.89960532134555
301,2.0,5767.836690725913,4422.033634566933,2515.4466361405252,90.95606002363209
302,2.0,497.35643813968056,4975.83539227852,2717.203192283124,94.58659847431345
303,2.0,1391.0953869170833,458.6413145391475,2373.9962263432503,88.27837475662842
304,2.0,3804.0826516546636,3957.1980735546654,2174.8395002575035,88.95389542424074
305,2.0,4830.431866971866,2535.1437780241527,2640.933822826499,92.16840275899652
306,2.0,5725.820442798148,4338.479619420089,2473.826122638756,86.38158126793702
307,2.0,32.75521933541157,4831.46398471831,2347.6695067123064,77.76986997555923
308,2.0,2242.922996808361,1173.9893210987461,2614.471312089871,90.95233091044351
309,2.0,4531.547445274779,2471.9227569288305,2609.867570891623,90.6345456217139
310,2.0,4395.948795557374,5024.6119234808075,1986.9882750835457,86.27381333947105
311,2.0,3675.8945339383,2194.750165114873,2474.3872900596666,86.75125583347433
312,2.0,2233.3074408287607,5692.0629205120995,2066.7682772565236,94.56420876158181
313,2.0,1928.6143038983234,5982.201198836823,2340.735298890861,95.31748461797208
314,2.0,4638.914747640493,820.9974805887299,2082.9191369938735,97.02294049948827
315,2.0,4312.968013909526,4886.665487252456,2095.1490575390867,80.63077020130554
316,2.0,1818.6431781734968,3948.432508157314,2143.3591146870394,89.51242969938394
317,2.0,1714.7530852316308,5535.6264476310835,2329.152420135356,99.72138931426443
318,2.0,2360.028307698886,5610.420062438553,2435.6192545809513,93.20758106750138
319,2.0,4946.691531020944,3738.6525061507273,2360.20979216661,82.57244855937113
320,2.0,5882.009995707285,5486.572513408301,2224.8067572556615,85.393681691686
321,2.0,2788.0514148842685,5269.7998837386995,2547.06165936644,94.42368293398616
322,2.0,1970.2751254643815,4048.5359089031417,2458.0252728881464,94.69058600503087
323,2.0,4808.56785177396,285.9274125628758,2322.6495565346886,87.71225482025343
324,2.0,2868.100082650694,3112.0955887099603,2764.4707611491053,88.71155193033883
325,2.0,4954.161838252418,2121.634805386212,2377.1914624150004,80.99511267490087
326,2.0,3684.4066550315965,2746.451469860593,2183.8236405615357,100.62501838716422
327,2.0,4489.42393978041,600.654048086043,2626.970187609141,90.52691092486985
328,2.0,38.62734975138622,300.12281334031456,2277.2210435298716,93.95705738917245
329,2.0,290.2110746644304,1064.1605929541506,1933.0056465358691,92.83085465268981
330,2.0,2584.0547981776085,282.1795250012535,2167.991402745385,85.49165111576471
331,2.0,5317.5130218888935,2012.8403101725623,2491.9371927354337,103.8196572041006
332,2.0,5202.060190555916,4156.21823106731,2419.7406761046796,93.22633614118332
333,2.0,3115.929392502485,184.26055709296563,2863.596220505795,95.896617587512
334,2.0,203.38562979319192,1684.138353288185,1975.0243822826951,96.15965340601055
335,2.0,5800.683342147621,1982.3260645008802,2627.266221785142,96.43239963729823
336,2.0,3663.7404647216285,4640.177639958554,1795.4331867949036,94.16170244691855
337,2.0,5975.703618561642,2946.3119206158026,2035.870206571965,93.67514266564486
338,2.0,4470.257432980481,2415.95655845032,2890.2506514701845,90.39612978526188
339,2.0,6311.962934958399,5661.271381528044,2582.564840030052,95.72440631134897
340,2.0,5895.74881296746,1570.844053748821,2115.3188641705406,88.7205134303039
341,2.0,1395.3341578876682,914.4182691660824,2091.485069648774,93.50310237209652
342,2.0,1698.2558855073257,5182.724493944408,2223.640186200442,85.73385572756432
343,2.0,2237.5728515595947,3150.6625354847247,2073.123492551795,89.24837732896765
344,2.0,5770.553561243934,924.7182430792109,2393.8182046084107,93.42216875110198
345,2.0,1642.7885911781666,1616.3673979786274,2267.9893517042997,92.07777738921666
346,2.0,3880.6332528595262,1776.4548186340094,1860.8885377802949,82.7770628739261
347,2.0,199.89549916616127,4863.804836198606,2162.8022761114144,87.36017364474742
348,2.0,5037.95009516064,6338.612066166359,1961.8309882336127,93.26658507643481
349,2.0,4014.071678830769,6041.479691315893,2439.480022118594,90.58496074039674
350,2.0,4330.515420963491,3351.6831993945175,2237.9880210077654,95.45854656967765
351,2.0,4863.353633249137,2970.937596682707,2055.495935113704,91.66615085753178
352,2.0,1872.867350801505,3999.9224719098365,2114.6679598052356,90.8757534025115
353,2.0,4476.30767577147,1735.916014430979,1781.9274959107609,87.0893086268373
354,2.0,2537.0036682457235,2100.780615704209,2474.4861090962218,87.4644687194084
355,2.0,4228.578065920045,411.9034574687497,2465.7998645763737,90.870480982432
